timestamp,ear,smoothed_ear,gaze,brow,brow_state,wrinkle,smoothed_wrinkle,mouth_open_ratio,lip_thickness,face_height,pitch,yaw,roll,forward_lean_ratio,head_stability_std,is_blink_frame,is_saccade,is_fixation
1784301796.0566008,0.3243,0.3074,-0.0113,0.174,NORMAL,0.2946,0.2947,0.0208,0.3014,1.8788,7.36,-5.57,3.81,1.195,2.267,0,0,1
1784301796.0993333,0.3076,0.3137,-0.0135,0.1744,NORMAL,0.2993,0.2962,0.0441,0.2662,1.8666,8.08,-2.66,3.34,1.204,2.229,0,0,1
1784301796.1318855,0.2625,0.2982,0.0046,0.1723,NORMAL,0.3011,0.2963,0.0857,0.2416,1.8456,9.76,-0.76,3.81,1.207,2.37,0,0,1
1784301796.1579556,0.2873,0.2858,-0.0072,0.1749,NORMAL,0.2983,0.2976,0.0,0.2823,1.8441,8.15,-2.6,3.31,1.207,2.331,0,0,1
1784301796.1924353,0.3092,0.2864,-0.0054,0.1782,NORMAL,0.295,0.2977,0.0147,0.2834,1.8624,8.58,-4.04,3.34,1.201,2.268,0,0,1
1784301796.2180138,0.2929,0.2965,-0.0051,0.1766,NORMAL,0.2917,0.2971,0.0145,0.2918,1.847,7.01,-2.79,3.81,1.2,2.291,0,0,1
1784301796.2518263,0.2969,0.2997,0.0158,0.191,RAISED,0.3025,0.2977,0.0147,0.3212,1.8586,8.59,-2.23,3.85,1.193,2.288,0,0,0
1784301796.2892146,0.2722,0.2873,0.0116,0.1941,RAISED,0.3002,0.2975,0.0563,0.2773,1.8469,7.38,-0.79,3.81,1.195,2.354,0,0,1
1784301796.3194573,0.2832,0.2841,0.0142,0.1945,RAISED,0.2988,0.2976,0.0141,0.2757,1.8503,8.12,-0.81,3.81,1.203,2.407,0,0,1
1784301796.3520958,0.2836,0.2797,0.0025,0.1981,RAISED,0.3009,0.2988,0.0141,0.277,1.8531,6.94,-0.87,4.29,1.197,2.458,0,0,1
1784301796.385189,0.2883,0.285,0.0123,0.1946,RAISED,0.2922,0.2989,0.0411,0.253,1.8688,7.35,-2.84,4.33,1.192,2.447,0,0,1
1784301796.4255857,0.2802,0.284,0.0131,0.1963,RAISED,0.2998,0.2984,0.0435,0.2768,1.8431,8.23,-2.17,3.37,1.197,2.445,0,0,1
1784301796.4523172,0.2698,0.2794,0.0055,0.1962,RAISED,0.3003,0.2984,0.0141,0.2832,1.8428,9.4,-2.92,3.81,1.203,2.472,0,0,1
1784301796.4920325,0.287,0.279,0.0208,0.1939,RAISED,0.2922,0.2971,0.075,0.2419,1.8527,7.29,-1.83,3.81,1.202,2.338,0,0,1
1784301796.5237527,0.3072,0.288,0.0125,0.1922,RAISED,0.2894,0.2948,0.0,0.2668,1.8604,6.14,-4.18,3.31,1.202,2.385,0,0,1
1784301796.5524287,0.2703,0.2881,0.0157,0.1959,RAISED,0.2933,0.295,0.0,0.2743,1.8574,7.75,-3.63,3.78,1.204,2.393,0,0,1
1784301796.6030285,0.3021,0.2932,0.0033,0.186,NORMAL,0.2905,0.2932,0.0,0.258,1.8602,7.79,-4.35,3.78,1.204,2.372,0,0,1
1784301796.638372,0.2973,0.2899,-0.0014,0.1927,RAISED,0.2944,0.292,0.0141,0.2664,1.8497,7.35,-3.67,3.31,1.204,2.364,0,0,1
1784301796.669845,0.2902,0.2965,0.0149,0.1914,RAISED,0.2978,0.2931,0.0199,0.2326,1.8442,8.99,-3.54,3.31,1.207,2.398,0,0,1
1784301796.750414,0.286,0.2912,0.0107,0.1954,RAISED,0.2994,0.2951,0.0,0.2497,1.8501,8.15,-3.0,3.78,1.203,2.348,0,0,1
1784301796.7838385,0.27,0.2821,-0.0067,0.1931,RAISED,0.2934,0.2951,0.0143,0.2803,1.8525,7.89,-4.7,3.88,1.186,2.379,0,0,1
1784301796.832456,0.2755,0.2772,0.011,0.1982,RAISED,0.297,0.2964,0.0137,0.2133,1.8797,7.34,0.01,4.36,1.176,2.434,0,0,1
1784301796.8748722,0.2911,0.2789,-0.0041,0.1899,RAISED,0.2908,0.2957,0.0145,0.273,1.8878,5.39,-3.98,3.88,1.175,2.545,0,0,1
1784301796.9026499,0.2833,0.2833,0.0036,0.1923,RAISED,0.2993,0.296,0.0,0.2284,1.8719,6.13,-1.1,3.85,1.185,2.628,0,0,1
1784301796.9357624,0.2517,0.2754,0.0071,0.1946,RAISED,0.3019,0.2965,0.0196,0.2438,1.8347,7.86,-2.23,3.81,1.197,2.586,0,0,1
1784301796.9664125,0.2754,0.2701,0.0119,0.197,RAISED,0.2911,0.296,0.0,0.2361,1.8507,7.45,-3.7,3.85,1.193,2.564,0,0,1
1784301797.0011642,0.2737,0.2669,0.0131,0.1981,RAISED,0.3,0.2966,0.0141,0.2523,1.8518,8.23,-3.17,3.85,1.192,2.57,0,0,1
1784301797.0344408,0.2747,0.2746,0.0091,0.1919,RAISED,0.2972,0.2979,0.0572,0.2009,1.8428,6.49,1.07,3.34,1.199,2.739,0,0,1
1784301797.0660238,0.2694,0.2726,0.0135,0.1955,RAISED,0.2917,0.2964,0.0133,0.2176,1.8355,7.04,-2.28,3.81,1.197,2.735,0,0,1
1784301797.1054938,0.2835,0.2759,0.0004,0.1909,RAISED,0.2967,0.2953,0.0,0.2256,1.848,7.01,-4.12,4.29,1.2,2.729,0,0,1
1784301797.1372695,0.2632,0.272,0.0118,0.1955,RAISED,0.2961,0.2963,0.0139,0.2353,1.8534,7.78,-2.72,4.29,1.197,2.64,0,0,1
1784301797.1678119,0.2832,0.2766,-0.0124,0.189,RAISED,0.296,0.2955,0.0422,0.2511,1.8473,7.45,-3.85,4.29,1.196,2.659,0,0,0
1784301797.2009385,0.272,0.2728,0.0197,0.1962,RAISED,0.2926,0.2946,0.0196,0.2407,1.8524,5.28,-1.64,4.25,1.208,2.646,0,0,0
1784301797.2365632,0.271,0.2754,-0.0008,0.1865,NORMAL,0.2931,0.2949,0.0139,0.2345,1.8588,5.78,-2.74,4.76,1.201,2.713,0,0,0
1784301797.2568605,0.2691,0.2707,-0.0014,0.1981,RAISED,0.303,0.2962,0.0137,0.2353,1.8643,6.21,-4.68,5.28,1.191,2.804,0,0,1
1784301797.2901936,0.2875,0.2759,0.0095,0.1901,RAISED,0.2929,0.2955,0.0,0.2423,1.8528,5.74,-3.67,5.71,1.205,2.961,0,0,1
1784301797.3244267,0.282,0.2795,-0.0034,0.1829,NORMAL,0.289,0.2941,0.0137,0.259,1.8492,7.06,-4.92,6.18,1.203,3.112,0,0,1
1784301797.3567266,0.3097,0.2931,-0.0106,0.1892,RAISED,0.2832,0.2922,0.0135,0.2496,1.849,5.41,-4.6,6.65,1.205,3.297,0,0,1
1784301797.3864493,0.2711,0.2876,0.02,0.1921,RAISED,0.3025,0.2941,0.027,0.2521,1.8486,5.03,-3.39,5.76,1.197,3.345,0,0,0
1784301797.4209065,0.2867,0.2892,-0.0004,0.1955,RAISED,0.2866,0.2908,0.0,0.2418,1.8613,6.68,-4.86,6.18,1.202,3.398,0,0,0
1784301797.457906,0.2753,0.2777,0.0038,0.1948,RAISED,0.2882,0.2899,0.0137,0.2595,1.8578,5.82,-5.15,5.71,1.201,3.499,0,0,1
1784301797.4870486,0.2928,0.2849,0.0219,0.1946,RAISED,0.2942,0.2909,0.041,0.2436,1.8528,6.98,-1.55,5.28,1.197,3.491,0,0,1
1784301797.5221403,0.3062,0.2914,0.0073,0.1956,RAISED,0.2925,0.2928,0.0133,0.2586,1.8631,6.11,-2.11,4.76,1.201,3.409,0,0,1
1784301797.55325,0.2732,0.2907,0.0017,0.1998,RAISED,0.2982,0.292,0.0141,0.2676,1.8728,6.41,2.1,3.81,1.201,3.673,0,0,1
1784301797.5928373,0.2787,0.2861,0.0216,0.2042,RAISED,0.302,0.295,0.0141,0.2683,1.8872,6.05,-1.32,3.37,1.195,3.684,0,0,1
1784301797.6285028,0.2797,0.2772,0.0213,0.1938,RAISED,0.3045,0.2983,0.0133,0.2633,1.8439,7.25,-0.28,2.35,1.218,3.796,0,0,1
1784301797.6681411,0.2589,0.2725,0.0048,0.1936,RAISED,0.2851,0.2965,0.0139,0.2664,1.8721,8.42,-0.09,1.91,1.204,3.953,0,0,1
1784301797.695982,0.2968,0.2785,0.0239,0.1877,NORMAL,0.2985,0.2977,0.0667,0.2197,1.8225,6.43,-0.99,1.4,1.231,4.072,0,0,1
1784301797.7301679,0.2859,0.2805,0.0156,0.1869,NORMAL,0.2907,0.2962,0.0137,0.2672,1.8321,6.4,-0.17,2.31,1.236,4.067,0,0,1
1784301797.7576907,0.2411,0.2746,0.0197,0.1912,RAISED,0.2931,0.2944,0.0139,0.2847,1.8273,6.8,-0.26,2.77,1.234,4.09,0,0,1
1784301797.7913477,0.2867,0.2712,0.0096,0.1874,NORMAL,0.2852,0.2905,0.0139,0.254,1.8529,5.6,-1.77,2.82,1.222,4.056,0,0,1
1784301797.8222628,0.2887,0.2721,0.0188,0.1937,RAISED,0.2966,0.2928,0.0282,0.2376,1.8674,7.13,-1.26,2.35,1.223,4.053,0,0,1
1784301797.855491,0.2657,0.2803,0.0149,0.1971,RAISED,0.293,0.2917,0.0,0.2693,1.8611,7.94,-3.05,2.79,1.228,4.056,0,0,1
1784301797.8848083,0.2829,0.2791,0.0125,0.1874,NORMAL,0.2919,0.2919,0.0139,0.2376,1.8716,6.34,-2.47,3.75,1.222,4.04,0,0,1
1784301797.91875,0.2809,0.2765,0.0231,0.198,RAISED,0.2934,0.292,0.0,0.2751,1.9018,7.13,-1.98,3.81,1.202,4.018,0,0,1
1784301797.9497757,0.3012,0.2884,0.0124,0.195,RAISED,0.293,0.2936,0.0278,0.272,1.8886,7.49,-1.87,3.31,1.215,4.008,0,0,1
1784301797.9728618,0.2922,0.2915,0.0142,0.1942,RAISED,0.2903,0.2923,0.0151,0.2751,1.9139,8.65,-1.4,3.81,1.205,4.035,0,0,1
1784301798.0379484,0.2785,0.2906,0.0004,0.1865,NORMAL,0.2908,0.2919,0.0147,0.2808,1.8871,7.97,-3.88,4.25,1.212,3.977,0,0,1
1784301798.078506,0.2802,0.2836,0.0177,0.1839,NORMAL,0.2947,0.2924,0.1025,0.2539,1.8766,7.46,-0.59,3.26,1.224,4.022,0,0,1
1784301798.105984,0.2533,0.2707,0.0253,0.196,RAISED,0.2917,0.2921,0.0945,0.2374,1.8908,8.17,0.45,3.72,1.224,4.092,0,0,1
1784301798.140733,0.2625,0.2654,0.0172,0.1953,RAISED,0.2918,0.2919,0.0147,0.2639,1.8821,6.34,-0.77,3.78,1.214,4.089,0,0,1
1784301798.1681654,0.286,0.2673,0.0017,0.1949,RAISED,0.2993,0.2937,0.0869,0.2804,1.8789,7.1,-0.41,2.84,1.216,4.091,0,0,1
1784301798.2027318,0.2655,0.2713,0.0426,0.2031,RAISED,0.3069,0.2969,0.0845,0.2729,1.8951,6.7,0.85,3.78,1.211,4.122,0,0,0
1784301798.2298436,0.2743,0.2753,0.0307,0.1994,RAISED,0.3069,0.2993,0.0704,0.2815,1.8988,6.68,0.98,3.78,1.209,4.159,0,0,1
1784301798.2639873,0.2679,0.2693,0.0256,0.1926,RAISED,0.304,0.3018,0.0986,0.2962,1.8811,6.68,0.45,2.82,1.22,4.103,0,0,1
1784301798.3039415,0.2559,0.2661,0.0267,0.1956,RAISED,0.2864,0.3007,0.0869,0.295,1.8697,7.05,1.77,3.28,1.222,4.092,0,0,1
1784301798.3320642,0.2904,0.2714,0.0369,0.1919,RAISED,0.3039,0.3016,0.1796,0.2392,1.8591,6.31,1.7,3.28,1.219,3.984,0,0,1
1784301798.3655293,0.256,0.2674,0.0172,0.1943,RAISED,0.288,0.2979,0.0143,0.2969,1.8817,6.31,0.5,3.31,1.214,3.732,0,0,1
1784301798.4013414,0.2899,0.2787,0.0033,0.1905,RAISED,0.2914,0.2947,0.1249,0.2567,1.8627,6.36,0.72,3.78,1.218,3.559,0,0,1
1784301798.4334128,0.2743,0.2734,0.0184,0.1987,RAISED,0.2993,0.2938,0.1388,0.2325,1.8767,6.37,-0.02,3.78,1.208,3.282,0,0,1
1784301798.4675608,0.2854,0.2832,0.0208,0.1887,NORMAL,0.2898,0.2945,0.0735,0.2783,1.8681,7.1,0.84,3.28,1.224,2.949,0,0,1
1784301798.5005214,0.2592,0.2729,0.0104,0.1943,RAISED,0.31,0.2957,0.1571,0.2311,1.8901,7.49,-0.01,3.31,1.215,2.857,0,0,1
1784301798.5507128,0.2754,0.2733,0.0172,0.1929,RAISED,0.2981,0.2977,0.0571,0.3124,1.8772,6.31,-1.49,3.75,1.218,2.781,0,0,1
1784301798.57963,0.2787,0.2711,0.0062,0.1955,RAISED,0.2955,0.2986,0.0579,0.2775,1.8697,5.9,-0.58,3.26,1.227,2.706,0,0,1
1784301798.616287,0.259,0.2711,0.0226,0.1996,RAISED,0.2941,0.2975,0.0294,0.2694,1.8799,7.84,-0.37,3.72,1.227,2.704,0,0,1
1784301798.650798,0.2779,0.2719,0.0099,0.1913,RAISED,0.2923,0.298,0.0274,0.2958,1.8867,5.11,-0.82,3.75,1.218,2.761,0,0,1
1784301798.6856477,0.2588,0.2652,0.0133,0.1935,RAISED,0.3063,0.2973,0.0714,0.2705,1.85,6.42,-0.58,3.28,1.225,2.663,0,0,1
1784301798.7197444,0.2692,0.2686,0.0193,0.1923,RAISED,0.284,0.2945,0.0141,0.3114,1.8548,6.37,1.24,3.28,1.222,2.581,0,0,1
1784301798.752823,0.2674,0.2651,0.0076,0.1886,NORMAL,0.2901,0.2934,0.0435,0.2711,1.8674,5.97,-0.19,3.75,1.219,2.554,0,0,1
1784301798.7798595,0.2542,0.2636,0.0051,0.1933,RAISED,0.3051,0.2956,0.0714,0.2799,1.847,7.25,-0.89,3.28,1.216,2.542,0,0,1
1784301798.8133466,0.2705,0.264,0.0219,0.1833,NORMAL,0.3016,0.2974,0.0447,0.2938,1.8471,7.12,2.81,3.26,1.227,2.597,0,0,1
1784301798.851187,0.2855,0.2701,-0.0081,0.1904,RAISED,0.3022,0.2966,0.0882,0.2567,1.8511,7.28,-1.82,3.31,1.214,2.559,0,0,0
1784301798.876206,0.2779,0.278,0.007,0.1933,RAISED,0.2982,0.2994,0.0145,0.281,1.8717,5.63,-1.98,3.31,1.211,2.49,0,0,1
1784301798.9095397,0.2876,0.2837,0.0163,0.191,RAISED,0.2941,0.3002,0.0422,0.2696,1.8489,5.55,0.38,3.26,1.225,2.466,0,0,1
1784301798.9510746,0.2837,0.2831,-0.0007,0.1931,RAISED,0.2961,0.2984,0.0194,0.2968,1.862,6.37,-0.94,3.75,1.217,2.434,0,0,1
1784301798.9867852,0.274,0.2817,0.0187,0.1912,RAISED,0.3033,0.2988,0.0,0.2971,1.8669,5.55,-0.13,2.82,1.214,2.435,0,0,1
1784301799.0182939,0.297,0.2849,0.0011,0.1976,RAISED,0.2913,0.2966,0.0139,0.2884,1.875,6.76,-0.95,3.31,1.214,2.334,0,0,1
1784301799.0440843,0.2738,0.2816,0.0027,0.1922,RAISED,0.2958,0.2961,0.0191,0.2981,1.8713,7.15,0.44,3.31,1.212,2.058,0,0,1
1784301799.0835824,0.275,0.2819,0.0158,0.1982,RAISED,0.2958,0.2965,0.0194,0.2878,1.8399,4.82,-1.11,3.28,1.221,2.125,0,0,1
1784301799.111567,0.2788,0.2758,0.0145,0.1955,RAISED,0.2993,0.2971,0.0282,0.2877,1.8526,6.03,-1.84,3.28,1.218,2.106,0,0,1
1784301799.1513789,0.2773,0.277,0.0139,0.1932,RAISED,0.2964,0.2957,0.0139,0.288,1.8459,5.63,0.44,3.28,1.216,2.11,0,0,1
1784301799.1791353,0.2888,0.2816,0.005,0.1934,RAISED,0.2924,0.296,0.0433,0.2648,1.8578,5.65,-1.11,3.78,1.21,2.117,0,0,1
1784301799.2126555,0.259,0.275,0.0024,0.1922,RAISED,0.2987,0.2965,0.0,0.2714,1.8368,6.08,-1.06,3.75,1.217,2.116,0,0,1
1784301799.2512662,0.2765,0.2748,0.0079,0.1865,NORMAL,0.297,0.2968,0.0135,0.2728,1.8541,6.45,-0.64,2.84,1.212,2.109,0,0,1
1784301799.2855308,0.2795,0.2717,0.0121,0.1963,RAISED,0.2912,0.2952,0.0139,0.2792,1.8613,5.63,-1.45,3.28,1.218,2.115,0,0,1
1784301799.3053746,0.2729,0.2763,0.0208,0.1986,RAISED,0.3022,0.2963,0.0143,0.2734,1.8829,7.53,0.19,3.78,1.208,2.085,0,0,1
1784301799.4031215,0.2831,0.2785,-0.0111,0.1898,RAISED,0.2935,0.2965,0.0143,0.3044,1.8527,6.85,-3.19,3.28,1.217,2.146,0,0,0
1784301799.4498122,0.2868,0.2809,0.0162,0.1854,NORMAL,0.2964,0.2961,0.0411,0.273,1.8596,5.17,0.84,3.75,1.214,2.193,0,0,0
1784301799.489365,0.2856,0.2852,0.0148,0.1995,RAISED,0.2918,0.295,0.0,0.2703,1.8441,5.29,-3.23,2.79,1.223,2.313,0,0,1
1784301799.5236895,0.2858,0.2861,0.0251,0.1901,RAISED,0.2998,0.2967,0.0211,0.3043,1.8404,5.6,1.82,2.82,1.22,2.401,0,0,1
1784301799.567074,0.2843,0.2853,0.0024,0.1913,RAISED,0.2941,0.2951,0.0202,0.2545,1.8515,6.0,-2.21,3.28,1.218,2.397,0,0,0
1784301799.6065829,0.3022,0.2908,0.0056,0.1892,RAISED,0.297,0.2958,0.0422,0.2796,1.8478,6.06,-2.86,3.28,1.221,2.417,0,0,1
1784301799.635023,0.285,0.2905,0.0031,0.1927,RAISED,0.297,0.2959,0.0,0.2533,1.8418,5.6,-1.44,3.26,1.23,2.414,0,0,1
1784301799.6707644,0.2773,0.2882,0.0167,0.1893,RAISED,0.2964,0.2969,0.0202,0.2698,1.8497,6.37,-1.04,3.26,1.225,2.415,0,0,1
1784301799.702096,0.295,0.2857,0.0026,0.1925,RAISED,0.2913,0.2952,0.0202,0.2801,1.8564,5.23,-2.53,3.75,1.216,2.404,0,0,1
1784301799.7395968,0.2984,0.2902,0.0249,0.1895,RAISED,0.297,0.2957,0.0141,0.2873,1.8508,6.79,0.96,3.75,1.219,2.426,0,0,0
1784301799.768797,0.2551,0.2828,0.008,0.1977,RAISED,0.2882,0.294,0.0139,0.2852,1.8513,5.13,1.36,2.79,1.229,2.512,0,0,1
1784301799.8322952,0.2763,0.2766,0.0182,0.1915,RAISED,0.2886,0.2923,0.0417,0.263,1.8556,7.15,-0.57,3.75,1.222,2.501,0,0,1
1784301799.8565967,0.2853,0.2722,0.0027,0.1954,RAISED,0.2941,0.2918,0.0145,0.284,1.8363,5.63,-2.36,2.79,1.233,2.537,0,0,1
1784301799.8859365,0.2547,0.2721,0.0116,0.1955,RAISED,0.293,0.2922,0.0141,0.2702,1.8465,5.23,-2.47,3.26,1.222,2.553,0,0,1
1784301799.9254384,0.299,0.2797,0.0001,0.1893,RAISED,0.2859,0.29,0.0,0.2764,1.8331,6.06,-1.93,3.72,1.231,2.38,0,0,1
1784301799.9444199,0.2693,0.2744,0.0094,0.1921,RAISED,0.3038,0.2931,0.0298,0.2772,1.8366,6.0,-0.53,3.75,1.229,2.341,0,0,1
1784301799.9777207,0.2765,0.2816,-0.0018,0.1958,RAISED,0.2903,0.2934,0.0137,0.281,1.8595,5.99,-0.31,3.78,1.215,2.339,0,0,1
1784301800.0024657,0.2934,0.2797,0.0025,0.1938,RAISED,0.295,0.2936,0.1284,0.2306,1.8455,6.45,-0.98,3.75,1.218,2.324,0,0,1
1784301800.0351956,0.292,0.2873,0.0093,0.1855,NORMAL,0.293,0.2936,0.0971,0.2465,1.8449,5.23,-0.55,3.72,1.224,2.336,0,0,1
1784301800.0929837,0.2698,0.2851,0.0179,0.1943,RAISED,0.2987,0.2962,0.0139,0.2708,1.8591,6.39,-0.93,3.75,1.219,2.317,0,0,1
1784301800.123426,0.2825,0.2814,0.0186,0.1919,RAISED,0.2884,0.2931,0.0199,0.2793,1.8586,6.37,-1.95,3.75,1.219,2.322,0,0,1
1784301800.1567526,0.2851,0.2791,0.0161,0.1953,RAISED,0.2941,0.2938,0.0286,0.2783,1.8438,6.0,-2.0,3.75,1.224,2.273,0,0,1
1784301800.1852095,0.279,0.2822,0.0133,0.1917,RAISED,0.2935,0.2935,0.0,0.296,1.8416,5.62,-0.7,3.28,1.221,2.243,0,0,1
1784301800.2246687,0.2927,0.2856,0.0114,0.1976,RAISED,0.2794,0.2908,0.0202,0.2729,1.8847,6.34,-1.61,3.75,1.214,2.246,0,0,1
1784301800.2527003,0.28,0.2839,0.009,0.1921,RAISED,0.2891,0.2889,0.0445,0.2528,1.8451,6.39,-1.5,3.72,1.229,2.219,0,0,1
1784301800.287955,0.2733,0.282,0.0092,0.1913,RAISED,0.2843,0.2881,0.0147,0.2691,1.8361,4.43,-2.44,3.26,1.229,2.299,0,0,1
1784301800.326158,0.3101,0.2878,0.0022,0.1877,NORMAL,0.2952,0.2883,0.0434,0.2696,1.8423,5.99,-1.62,3.75,1.226,2.301,0,0,1
1784301800.3528454,0.2837,0.289,0.0105,0.1923,RAISED,0.2924,0.2881,0.0211,0.2709,1.8465,4.78,-0.99,3.72,1.227,2.308,0,0,1
1784301800.3811169,0.2716,0.2885,0.0064,0.1943,RAISED,0.2901,0.2902,0.0428,0.2874,1.8578,6.42,-1.9,3.75,1.22,2.319,0,0,1
1784301800.4136732,0.2758,0.277,0.0046,0.197,RAISED,0.2983,0.2921,0.0139,0.264,1.8514,5.62,-0.53,3.78,1.213,2.234,0,0,1
1784301800.4436982,0.2791,0.2755,0.0041,0.195,RAISED,0.2898,0.2932,0.0141,0.2794,1.8586,6.39,-1.17,4.22,1.221,2.184,0,0,1
1784301800.469899,0.2913,0.2821,0.0163,0.1893,RAISED,0.2947,0.293,0.0143,0.3022,1.8507,3.99,0.09,4.18,1.225,2.244,0,0,1
1784301800.5042653,0.2929,0.2878,0.0353,0.1838,NORMAL,0.2976,0.2941,0.0294,0.2797,1.8521,6.33,0.27,3.28,1.224,2.186,0,0,1
1784301800.5376616,0.288,0.2907,0.0584,0.1808,NORMAL,0.2938,0.2948,0.0,0.2881,1.8557,6.06,-3.4,4.25,1.217,2.119,0,0,0
1784301800.5757732,0.2737,0.2849,0.0859,0.182,NORMAL,0.2895,0.2931,0.0286,0.278,1.85,5.57,-0.64,2.82,1.225,2.135,0,0,0
1784301800.6000094,0.2791,0.2803,0.0449,0.1878,NORMAL,0.2886,0.2928,0.0,0.3026,1.853,6.39,-1.17,3.75,1.224,2.093,0,0,0
1784301800.6297472,0.2775,0.2767,0.0432,0.1842,NORMAL,0.2979,0.2935,0.0135,0.2801,1.8567,6.06,-3.08,3.28,1.216,2.147,0,0,1
1784301800.663543,0.3167,0.2911,0.0631,0.1722,NORMAL,0.2937,0.2927,0.0,0.2964,1.8275,4.93,-2.25,3.28,1.219,2.176,0,0,1
1784301800.739005,0.3011,0.2984,0.0398,0.1827,NORMAL,0.2869,0.2913,0.0145,0.279,1.8341,6.15,-3.99,3.75,1.221,2.253,0,0,0
1784301800.7625678,0.2736,0.2971,0.0549,0.1811,NORMAL,0.2856,0.2906,0.1014,0.2519,1.8258,5.99,-1.14,3.69,1.237,2.156,0,0,1
1784301800.7888138,0.2707,0.2818,0.0649,0.1848,NORMAL,0.2926,0.2914,0.0724,0.2599,1.8391,7.18,-1.55,3.69,1.234,2.031,0,0,1
1784301800.8166232,0.2821,0.2755,0.0573,0.1863,NORMAL,0.2919,0.2902,0.0,0.2796,1.8617,4.84,-2.33,4.22,1.218,2.029,0,0,1
1784301800.8531492,0.277,0.2766,0.0606,0.1807,NORMAL,0.295,0.2904,0.0315,0.2607,1.8317,6.41,1.52,3.72,1.228,2.126,0,0,1
1784301800.8844993,0.2787,0.2793,0.0531,0.183,NORMAL,0.2902,0.2911,0.0147,0.2801,1.8528,5.99,-0.24,3.78,1.219,2.107,0,0,1
1784301800.9180927,0.2824,0.2794,0.0522,0.1872,NORMAL,0.2947,0.2929,0.0149,0.2723,1.887,5.55,-1.29,3.78,1.213,2.103,0,0,1
1784301800.95703,0.2887,0.2833,0.0536,0.1827,NORMAL,0.2859,0.2915,0.0,0.3118,1.8418,5.69,-2.44,3.75,1.221,2.112,0,0,1
1784301800.9905143,0.2823,0.2845,0.0456,0.175,NORMAL,0.2771,0.2886,0.0143,0.2948,1.8469,6.09,-4.47,3.75,1.223,2.226,0,0,1
1784301801.0186448,0.284,0.285,0.061,0.1903,RAISED,0.2827,0.2861,0.0143,0.2875,1.8602,6.43,-1.68,4.22,1.219,2.236,0,0,1
1784301801.0532217,0.2881,0.2848,0.0613,0.178,NORMAL,0.2903,0.2861,0.0145,0.2965,1.8534,5.19,-0.89,3.75,1.219,2.23,0,0,1
1784301801.0854783,0.2987,0.2903,0.0364,0.1822,NORMAL,0.2873,0.2846,0.0141,0.2808,1.8692,5.6,-3.02,3.75,1.213,2.247,0,0,0
1784301801.1228251,0.2816,0.2895,0.0557,0.1819,NORMAL,0.2934,0.2862,0.0319,0.2696,1.8415,6.06,-2.09,3.72,1.226,2.242,0,0,1
1784301801.1532235,0.2883,0.2895,-0.004,0.1837,NORMAL,0.2938,0.2895,0.0147,0.2624,1.8438,6.02,-1.74,3.75,1.225,2.241,0,1,0
1784301801.178428,0.2742,0.2814,-0.0118,0.1865,NORMAL,0.2925,0.2915,0.0149,0.2722,1.8547,6.06,-1.62,4.22,1.217,2.232,0,0,1
1784301801.212501,0.2257,0.2627,-0.0295,0.2098,RAISED,0.2924,0.2919,0.0199,0.2593,1.8706,4.43,-2.48,4.25,1.206,2.292,0,0,1
1784301801.2532825,0.2176,0.2392,-0.0429,0.2122,RAISED,0.2838,0.2912,0.0,0.2761,1.8875,5.27,-3.25,4.76,1.197,2.364,1,0,1
1784301801.2790415,0.2487,0.2307,-0.013,0.198,RAISED,0.2849,0.2895,0.0143,0.29,1.8465,6.85,-1.06,4.25,1.212,2.342,0,0,0
1784301801.3122787,0.2806,0.2489,-0.0089,0.1938,RAISED,0.2936,0.2894,0.0208,0.3068,1.8615,5.62,0.08,4.25,1.208,2.388,0,0,1
1784301801.3534815,0.296,0.2751,-0.0095,0.1899,RAISED,0.2953,0.29,0.0145,0.2883,1.856,6.03,-0.77,3.78,1.216,2.366,0,0,1
1784301801.3790078,0.287,0.2878,-0.0194,0.1912,RAISED,0.2891,0.2893,0.0,0.2536,1.8526,4.81,-2.23,4.18,1.224,2.39,0,0,1
1784301801.4138494,0.2808,0.2879,-0.027,0.1925,RAISED,0.291,0.2908,0.0,0.2892,1.8657,6.43,-2.59,4.22,1.216,2.399,0,0,1
1784301801.4536362,0.2785,0.2821,-0.0187,0.1923,RAISED,0.2918,0.2922,0.0145,0.2879,1.8546,5.26,-1.87,3.78,1.217,2.389,0,0,1
1784301801.485893,0.2828,0.2807,-0.0077,0.193,RAISED,0.2869,0.2908,0.0,0.2888,1.845,6.48,-2.81,3.31,1.218,2.293,0,0,1
1784301801.5162253,0.2774,0.2796,-0.0179,0.1951,RAISED,0.2901,0.2898,0.0724,0.2568,1.8573,4.88,-2.53,4.25,1.21,2.249,0,0,1
1784301801.5538878,0.3026,0.2876,-0.0191,0.1924,RAISED,0.2876,0.2895,0.0145,0.2741,1.8811,7.18,0.61,3.81,1.206,2.335,0,0,1
1784301801.5851488,0.2952,0.2917,-0.023,0.1848,NORMAL,0.2958,0.2905,0.0149,0.2886,1.869,5.24,-2.59,3.28,1.218,2.298,0,0,1
1784301801.6193986,0.2841,0.294,-0.0168,0.1924,RAISED,0.2983,0.2917,0.0143,0.2644,1.8792,5.94,-1.53,3.78,1.211,2.285,0,0,1
1784301801.653792,0.2776,0.2856,-0.0121,0.188,NORMAL,0.297,0.2938,0.0141,0.3061,1.8611,6.03,-0.19,3.75,1.213,2.28,0,0,1
